PROBE_ID,SEQ_ID,BH_FDR,Time_Effect
1143_PHF2_5253;485,1143_PHF2_5253,0.00000013,0.4898
118_RPS7_6201;133,118_RPS7_6201,0.00000379,0.4897
327_AP3D1_8943;849,327_AP3D1_8943,0.00000035,0.4897
834_SRSF4_6429;353,834_SRSF4_6429,0.0000005,0.4896
1090_TSPYL5_85453;1,1090_TSPYL5_85453,0.00000099,0.4893
1001_ITPK1_3705;13,1001_ITPK1_3705,0.00000414,0.4892
332_RPL8_6132;141,332_RPL8_6132,0.0000005,0.4892
709_NAMPT_10135;413,709_NAMPT_10135,0.00000025,0.4892
1428_MRPS14_63931;97,1428_MRPS14_63931,0.00011901,0.4889
754_AZGP1_563;209,754_AZGP1_563,0.00000107,0.4889
1014_RAP1B_5908;165,1014_RAP1B_5908,0.00000099,0.4888
284_DSP_1832;2165,284_DSP_1832,0.00000084,0.4888
412_RPS4Y1_6192;113,412_RPS4Y1_6192,0.00001139,0.4887
766_RPS4Y2_140032;113,766_RPS4Y2_140032,0.00001139,0.4887
821_RBM39_9584;37,821_RBM39_9584,0.0000005,0.4887
950_LOC100287195_100287195;13,950_LOC100287195_100287195,0.00000037,0.4886
PCA13;317,PCA13,0.00002456,0.4885
536_MANF_7873;97,536_MANF_7873,0.00000213,0.4885
708_CYTH1_9267;269,708_CYTH1_9267,0.0001061,0.4885
298_RPL24_6152;45,298_RPL24_6152,0.00016077,0.4883
PRCAT236_T273012_G063396_1_1305_2057_753;113,PRCAT236_T273012_G063396_1_1305_2057_753,0.00000172,0.488
1108_CUX1_1523;1197,1108_CUX1_1523,0.00000202,0.488
1004_TRIP12_9320;1685,1004_TRIP12_9320,0.00000171,0.4879
628_NFIB_4781;25,628_NFIB_4781,0.00009727,0.4877
834_SRSF4_6429;241,834_SRSF4_6429,0.00000032,0.4877
PRO18;729,PRO18,0.00000243,0.4876
42_RPL35_11224;37,42_RPL35_11224,0.00004741,0.4876
966_TARS_6897;21,966_TARS_6897,0.00000128,0.4876
16_ORAI1_84876;73,16_ORAI1_84876,0.000152,0.4875
1156_PREPL_9581;33,1156_PREPL_9581,0.00003679,0.4874
507_H1F0_3005;173,507_H1F0_3005,0.00000579,0.4874
650_SQLE_6713;421,650_SQLE_6713,0.00002597,0.4874
386_LRRC8A_56262;537,386_LRRC8A_56262,0.00001479,0.4873
1207_PAFAH1B1_5048;49,1207_PAFAH1B1_5048,0.00002629,0.4872
1208_SCFD1_23256;309,1208_SCFD1_23256,0.00000076,0.4872
202_NACA_4666;1929,202_NACA_4666,0.00000378,0.4872
316_HIST1H1C_3006;121,316_HIST1H1C_3006,0.00000027,0.4872
151_ILDR1_286676;513,151_ILDR1_286676,0.0000006,0.4871
244_RPL7_6129;105,244_RPL7_6129,0.00002798,0.487
446_RPL26_6154;101,446_RPL26_6154,0.00000588,0.487
767_DDX50_79009;325,767_DDX50_79009,0.00003341,0.487
782_MRPL20_55052;45,782_MRPL20_55052,0.00007252,0.487
81_RPS8_6202;17,81_RPS8_6202,0.00000098,0.487
821_RBM39_9584;29,821_RBM39_9584,0.00000091,0.487
602_REEP3_221035;25,602_REEP3_221035,0.00000039,0.4869
300_GNL3_26354;17,300_GNL3_26354,0.0000029,0.4868
62_RPL39_6170;33,62_RPL39_6170,0.00001973,0.4868
677_ZNF598_90850;581,677_ZNF598_90850,0.00000014,0.4868
832_RPL3_6122;345,832_RPL3_6122,0.00005265,0.4866
1234_MRPL33_9553;5,1234_MRPL33_9553,0.00002437,0.4864
137_RPL14_9045;201,137_RPL14_9045,0.00000006,0.4864
18_RPL18_6141;1,18_RPL18_6141,0.00000263,0.4864
1122_NFIL3_4783;81,1122_NFIL3_4783,0.00000054,0.4862
300_GNL3_26354;1,300_GNL3_26354,0.00000263,0.4862
532_ACTN1_87;49,532_ACTN1_87,0.00000116,0.4862
938_HMGN1_3150;49,938_HMGN1_3150,0.00000116,0.4862
1108_CUX1_1523;1469,1108_CUX1_1523,0.00000072,0.4861
1305_PSMD1_5707;833,1305_PSMD1_5707,0.00000041,0.4861
1362_ADD1_118;721,1362_ADD1_118,0.00000124,0.486
1079_IST1_9798;13,1079_IST1_9798,0.00000063,0.4859
136_RPL17_6139;13,136_RPL17_6139,0.00000111,0.4859
347_TDG_6996;285,347_TDG_6996,0.00045846,0.4859
959_NCOR2_9612;2409,959_NCOR2_9612,0.00000087,0.4859
1321_MLLT4_4301;341,1321_MLLT4_4301,0.00000299,0.4857
147_RPL36_25873;73,147_RPL36_25873,0.00000062,0.4856
1359_SP3_6670;605,1359_SP3_6670,0.00000034,0.4855
1285_MICAL2_9645;61,1285_MICAL2_9645,0.00000371,0.4852
PRCAT28.1_T183157_G042036_1_3585_4718_1134;225,PRCAT28.1_T183157_G042036_1_3585_4718_1134,0.00008733,0.4851
PRCAT28.4_T183159_G042036_1_1382_2515_1134;225,PRCAT28.4_T183159_G042036_1_1382_2515_1134,0.00008733,0.4851
1032_C1orf9_51430;189,1032_C1orf9_51430,0.00000178,0.4851
101_HSPH1_10808;469,101_HSPH1_10808,0.00000454,0.485
284_DSP_1832;1985,284_DSP_1832,0.000001,0.485
507_H1F0_3005;61,507_H1F0_3005,0.00085575,0.485
822_RPS27L_51065;17,822_RPS27L_51065,0.00000448,0.4847
1084_RAB10_10890;49,1084_RAB10_10890,0.00000148,0.4846
959_NCOR2_9612;181,959_NCOR2_9612,0.00000171,0.4845
644_WASF2_10163;185,644_WASF2_10163,0.00000025,0.4844
832_RPL3_6122;385,832_RPL3_6122,0.00000071,0.4844
146_SMPD4_55627;365,146_SMPD4_55627,0.00000875,0.4842
781_ATP1A1_476;21,781_ATP1A1_476,0.00000018,0.4842
ANO1_AS1_T062911_G014510_2_398_895_498;5,ANO1_AS1_T062911_G014510_2_398_895_498,0.00000053,0.4841
137_RPL14_9045;185,137_RPL14_9045,0.00000029,0.4841
40_TMPRSS2_7113;69,40_TMPRSS2_7113,0.0000005,0.484
PCA13;1845,PCA13,0.00000038,0.4838
1378_CHD7_55636;641,1378_CHD7_55636,0.00000086,0.4838
37_RPL34_6164;105,37_RPL34_6164,0.00000075,0.4837
1334_HGSNAT_138050;329,1334_HGSNAT_138050,0.00008103,0.4836
387_RPS3A_6189;9,387_RPS3A_6189,0.00000017,0.4835
521_YTHDF2_51441;241,521_YTHDF2_51441,0.00000017,0.4834
1398_BANP_54971;265,1398_BANP_54971,0.00000009,0.4833
316_HIST1H1C_3006;21,316_HIST1H1C_3006,0.00000095,0.4833
180_GLTSCR2_29997;33,180_GLTSCR2_29997,0.00011882,0.4832
876_SON_6651;1881,876_SON_6651,0.00000497,0.4832
1038_ZNHIT1_10467;73,1038_ZNHIT1_10467,0.00001589,0.483
1137_KAT6A_7994;329,1137_KAT6A_7994,0.00000146,0.483
CTA8;65,CTA8,0.00000031,0.4828
157_RPS13_6207;65,157_RPS13_6207,0.00001497,0.4828
PRO30;937,PRO30,0.0000214,0.4826
1132_SH3RF1_57630;289,1132_SH3RF1_57630,0.00000288,0.4826
440_NOP58_51602;65,440_NOP58_51602,0.00000197,0.4826
852_RAI1_10743;1437,852_RAI1_10743,0.00000232,0.4826
1040_DIAPH1_1729;5,1040_DIAPH1_1729,0.00000027,0.4824
556_POGZ_23126;1269,556_POGZ_23126,0.00001523,0.4823
765_ANKRD36_375248;1081,765_ANKRD36_375248,0.00000018,0.4821
242_HMGB2_3148;77,242_HMGB2_3148,0.00000018,0.4819
327_AP3D1_8943;881,327_AP3D1_8943,0.00000161,0.4818
955_TCEA1_6917;5,955_TCEA1_6917,0.0000018,0.4817
440_NOP58_51602;505,440_NOP58_51602,0.00000089,0.4816
525_TAF7_6879;133,525_TAF7_6879,0.00010527,0.4814
968_CXCR4_7852;221,968_CXCR4_7852,0.00000646,0.4814
552_ADAR_103;181,552_ADAR_103,0.0000003,0.4813
271_RPS4X_6191;1,271_RPS4X_6191,0.00000296,0.4812
303_RPL13AP3_645683;29,303_RPL13AP3_645683,0.00001173,0.4812
412_RPS4Y1_6192;1,412_RPS4Y1_6192,0.00000296,0.4812
766_RPS4Y2_140032;1,766_RPS4Y2_140032,0.00000296,0.4812
1041_MLL_4297;1517,1041_MLL_4297,0.000041,0.4811
346_WASH2P_375260;373,346_WASH2P_375260,0.00000096,0.4811
836_TBRG1_84897;65,836_TBRG1_84897,0.00002122,0.4811
1298_MYO19_80179;813,1298_MYO19_80179,0.00000575,0.481
CAT239_T189457_G043567_1_3047_3727_681;105,CAT239_T189457_G043567_1_3047_3727_681,0.00000433,0.4808
1272_GTPBP4_23560;477,1272_GTPBP4_23560,0.00000075,0.4808
211_RPS15_6209;37,211_RPS15_6209,0.00009102,0.4808
ADT3;9,ADT3,0.00000035,0.4807
1281_SNRPE_6635;65,1281_SNRPE_6635,0.00000483,0.4806
947_HSD17B12_51144;297,947_HSD17B12_51144,0.00000639,0.4806
486_SRPR_6734;229,486_SRPR_6734,0.00000073,0.4805
987_DDX47_51202;297,987_DDX47_51202,0.00000061,0.4805
417_PNISR_25957;549,417_PNISR_25957,0.0000003,0.4804
507_H1F0_3005;5,507_H1F0_3005,0.00000251,0.4804
1039_ABAT_18;273,1039_ABAT_18,0.00000052,0.4803
352_HP1BP3_50809;493,352_HP1BP3_50809,0.00000042,0.4803
707_MORF4L1_10933;29,707_MORF4L1_10933,0.00000634,0.4803
888_CKS1B_1163;65,888_CKS1B_1163,0.00004235,0.4802
936_SESN3_143686;13,936_SESN3_143686,0.00003959,0.4802
141_CAMKK2_10645;185,141_CAMKK2_10645,0.00000126,0.4801
324_CELF1_10658;465,324_CELF1_10658,0.00010363,0.4801
417_PNISR_25957;677,417_PNISR_25957,0.0000004,0.4799
1335_KTN1_3895;201,1335_KTN1_3895,0.00000086,0.4798
832_RPL3_6122;337,832_RPL3_6122,0.0000191,0.4798
1075_WIPI2_26100;85,1075_WIPI2_26100,0.00000902,0.4797
859_KIAA1522_57648;9,859_KIAA1522_57648,0.00000132,0.4797
136_RPL17_6139;161,136_RPL17_6139,0.00000019,0.4796
1359_SP3_6670;693,1359_SP3_6670,0.00000339,0.4795
334_RALBP1_10928;61,334_RALBP1_10928,0.00000303,0.4794
1041_MLL_4297;385,1041_MLL_4297,0.00000208,0.4793
525_TAF7_6879;137,525_TAF7_6879,0.00000137,0.4793
PRO14;2605,PRO14,0.00000039,0.4792
26_RPL31_6160;37,26_RPL31_6160,0.00000183,0.4792
346_WASH2P_375260;73,346_WASH2P_375260,0.00000081,0.4792
95_AHNAK_79026;1765,95_AHNAK_79026,0.0000047,0.4792
316_HIST1H1C_3006;17,316_HIST1H1C_3006,0.00000039,0.4789
95_AHNAK_79026;997,95_AHNAK_79026,0.00000052,0.4789
1142_NOP56_10528;477,1142_NOP56_10528,0.00000013,0.4788
1201_UIMC1_51720;705,1201_UIMC1_51720,0.00000189,0.4788
222_ACSS1_84532;633,222_ACSS1_84532,0.00000053,0.4788
1222_SMARCC2_6601;289,1222_SMARCC2_6601,0.00000127,0.4787
1287_MYO6_4646;1185,1287_MYO6_4646,0.00000028,0.4787
937_MYL6_4637;289,937_MYL6_4637,0.00000127,0.4787
123_NEDD4L_23327;597,123_NEDD4L_23327,0.00000211,0.4786
1171_SF3B1_23451;733,1171_SF3B1_23451,0.00000327,0.4785
369_KIAA1244_57221;649,369_KIAA1244_57221,0.00010905,0.4785
PRO10;285,PRO10,0.00001333,0.4784
95_AHNAK_79026;1253,95_AHNAK_79026,0.0000005,0.4782
95_AHNAK_79026;2509,95_AHNAK_79026,0.0000005,0.4782
95_AHNAK_79026;2893,95_AHNAK_79026,0.0000005,0.4782
1152_HIST1H4L_8368;1,1152_HIST1H4L_8368,0.00000051,0.4781
718_HIST1H4C_8364;1,718_HIST1H4C_8364,0.00000051,0.4781
933_VCP_7415;49,933_VCP_7415,0.00000451,0.4781
1041_MLL_4297;2421,1041_MLL_4297,0.00000022,0.4779
1011_FAM129B_64855;465,1011_FAM129B_64855,0.00000152,0.4778
37_RPL34_6164;25,37_RPL34_6164,0.0000038,0.4777
702_ZNF395_55893;289,702_ZNF395_55893,0.0000439,0.4777
1285_MICAL2_9645;1053,1285_MICAL2_9645,0.00000884,0.4776
531_SMARCA4_6597;1589,531_SMARCA4_6597,0.00000359,0.4776
765_ANKRD36_375248;165,765_ANKRD36_375248,0.00001211,0.4776
1142_NOP56_10528;581,1142_NOP56_10528,0.0000002,0.4775
293_RPL7A_6130;185,293_RPL7A_6130,0.00000035,0.4775
68_GNAS_2778;629,68_GNAS_2778,0.00000011,0.4775
1075_WIPI2_26100;89,1075_WIPI2_26100,0.00000617,0.4773
212_ZRANB2_9406;129,212_ZRANB2_9406,0.00000358,0.4773
629_RBM5_10181;709,629_RBM5_10181,0.00000138,0.4773
727_JUN_3725;253,727_JUN_3725,0.00000047,0.4773
592_NET1_10276;577,592_NET1_10276,0.00000232,0.477
77_SP100_6672;821,77_SP100_6672,0.00000031,0.477
1138_SNRNP200_23020;2077,1138_SNRNP200_23020,0.00002482,0.4769
179_ATF4_468;333,179_ATF4_468,0.00000102,0.4769
613_FNBP4_23360;445,613_FNBP4_23360,0.00000376,0.4769
761_MCM3_4172;549,761_MCM3_4172,0.00000057,0.4769
1394_PCGF3_10336;181,1394_PCGF3_10336,0.00009512,0.4767
293_RPL7A_6130;5,293_RPL7A_6130,0.00000012,0.4767
732_NUP62_23636;189,732_NUP62_23636,0.00000107,0.4767
442_PNRC1_10957;173,442_PNRC1_10957,0.00000223,0.4766
1143_PHF2_5253;1085,1143_PHF2_5253,0.0000494,0.4765
163_ATP13A3_79572;461,163_ATP13A3_79572,0.00003371,0.4765
773_PHF8_23133;1049,773_PHF8_23133,0.0000494,0.4765
CTA22;73,CTA22,0.00000017,0.4764
1108_CUX1_1523;1201,1108_CUX1_1523,0.00000432,0.4763
448_GOLGA4_2803;1641,448_GOLGA4_2803,0.00000078,0.4763
786_SNRPD2_6633;85,786_SNRPD2_6633,0.00000561,0.4762
1287_MYO6_4646;805,1287_MYO6_4646,0.00000331,0.4761
639_HECTD1_25831;813,639_HECTD1_25831,0.00000071,0.4757
1041_MLL_4297;1017,1041_MLL_4297,0.0000005,0.4755
1142_NOP56_10528;361,1142_NOP56_10528,0.00000049,0.4755
284_DSP_1832;2693,284_DSP_1832,0.00000293,0.4754
77_SP100_6672;817,77_SP100_6672,0.00000063,0.4754
906_GTF3A_2971;309,906_GTF3A_2971,0.00000029,0.4754
CTA8;53,CTA8,0.00000029,0.4753
298_RPL24_6152;129,298_RPL24_6152,0.00000052,0.4753
749_STEAP2_261729;445,749_STEAP2_261729,0.00071478,0.4753
521_YTHDF2_51441;245,521_YTHDF2_51441,0.00000093,0.4751
212_ZRANB2_9406;193,212_ZRANB2_9406,0.00002222,0.475
1272_GTPBP4_23560;577,1272_GTPBP4_23560,0.00000078,0.4748
1419_TBL1XR1_79718;265,1419_TBL1XR1_79718,0.00000355,0.4748
814_CASP9_842;401,814_CASP9_842,0.00003139,0.4748
292_CSNK1D_1453;217,292_CSNK1D_1453,0.00000084,0.4747
879_CREB3L4_148327;217,879_CREB3L4_148327,0.00000537,0.4747
889_CSNK1E_1454;217,889_CSNK1E_1454,0.00000084,0.4747
76_RPL30_6156;29,76_RPL30_6156,0.0000009,0.4746
80_RPL27A_6157;117,80_RPL27A_6157,0.00003158,0.4745
832_RPL3_6122;333,832_RPL3_6122,0.00002275,0.4745
346_WASH2P_375260;381,346_WASH2P_375260,0.00000028,0.4744
1155_EIF5_1983;293,1155_EIF5_1983,0.00004285,0.4743
1202_CTNNA1_1495;49,1202_CTNNA1_1495,0.00000123,0.4743
13_H3F3A_3020;13,13_H3F3A_3020,0.00000268,0.4742
576_H3F3B_3021;13,576_H3F3B_3021,0.00000268,0.4742
811_H3F3C_440093;13,811_H3F3C_440093,0.00000268,0.4742
760_TALDO1_6888;213,760_TALDO1_6888,0.00005648,0.474
876_SON_6651;1901,876_SON_6651,0.00000029,0.474
203_TMEM87A_25963;329,203_TMEM87A_25963,0.00003137,0.4739
222_ACSS1_84532;677,222_ACSS1_84532,0.00000029,0.4739
281_RPL29_6159;77,281_RPL29_6159,0.00000294,0.4738
389_RPL6_6128;149,389_RPL6_6128,0.00006387,0.4738
219_RPL36AL_6166;53,219_RPL36AL_6166,0.00000371,0.4737
60_RPL36A_6173;53,60_RPL36A_6173,0.00000371,0.4737
1143_PHF2_5253;1077,1143_PHF2_5253,0.00000035,0.4736
1003_EIF3J_8669;221,1003_EIF3J_8669,0.00000056,0.4735
120_NPIPL3_23117;177,120_NPIPL3_23117,0.00000071,0.4734
1287_MYO6_4646;725,1287_MYO6_4646,0.00000436,0.4734
30_LOC100132247_100132247;177,30_LOC100132247_100132247,0.00000071,0.4734
321_SSB_6741;333,321_SSB_6741,0.00000297,0.4734
1155_EIF5_1983;149,1155_EIF5_1983,0.00000032,0.4733
1285_MICAL2_9645;45,1285_MICAL2_9645,0.00004858,0.4733
768_NUCKS1_64710;149,768_NUCKS1_64710,0.00000148,0.4733
415_EPAS1_2034;5,415_EPAS1_2034,0.00000076,0.4732
1374_PSMA6_5687;173,1374_PSMA6_5687,0.00000299,0.4731
1252_SMG1_23049;3585,1252_SMG1_23049,0.00000063,0.473
486_SRPR_6734;153,486_SRPR_6734,0.00000035,0.473
837_BBX_56987;665,837_BBX_56987,0.00000045,0.473
852_RAI1_10743;453,852_RAI1_10743,0.00000024,0.473
1409_MAP2K3_5606;17,1409_MAP2K3_5606,0.00000213,0.4729
928_LOC653061_653061;113,928_LOC653061_653061,0.00000128,0.4728
112_RPL19_6143;5,112_RPL19_6143,0.0000011,0.4727
287_USMG5_84833;41,287_USMG5_84833,0.00002186,0.4727
316_HIST1H1C_3006;177,316_HIST1H1C_3006,0.00000479,0.4726
765_ANKRD36_375248;1085,765_ANKRD36_375248,0.00000024,0.4726
1032_C1orf9_51430;185,1032_C1orf9_51430,0.00000062,0.4724
1383_SYNCRIP_10492;333,1383_SYNCRIP_10492,0.00004089,0.4723
1431_ZNF462_58499;105,1431_ZNF462_58499,0.00004691,0.4722
1258_SRSF10_10772;181,1258_SRSF10_10772,0.00000023,0.4721
1367_KIF13B_23303;741,1367_KIF13B_23303,0.00000139,0.472
77_SP100_6672;841,77_SP100_6672,0.00000031,0.472
290_BRD2_6046;553,290_BRD2_6046,0.00000421,0.4719
949_DNAJB6_10049;313,949_DNAJB6_10049,0.00000013,0.4719
99_RPS18_6222;141,99_RPS18_6222,0.0000032,0.4719
870_CBX3_11335;77,870_CBX3_11335,0.00000011,0.4717
1252_SMG1_23049;3605,1252_SMG1_23049,0.00002962,0.4715
1357_BZW1_9689;109,1357_BZW1_9689,0.00013374,0.471
1361_IARS_3376;989,1361_IARS_3376,0.00000189,0.471
370_NACA2_342538;89,370_NACA2_342538,0.00016448,0.471
446_RPL26_6154;65,446_RPL26_6154,0.00002569,0.471
487_CTSF_8722;253,487_CTSF_8722,0.00000012,0.471
1149_ARF3_377;25,1149_ARF3_377,0.00008766,0.4708
156_ARF1_375;25,156_ARF1_375,0.00008766,0.4708
284_DSP_1832;2025,284_DSP_1832,0.00000122,0.4708
322_ARF4_378;25,322_ARF4_378,0.00008766,0.4708
332_RPL8_6132;57,332_RPL8_6132,0.00006838,0.4708
755_EHF_26298;281,755_EHF_26298,0.00000866,0.4708
946_NKTR_4820;45,946_NKTR_4820,0.00000654,0.4708
1334_HGSNAT_138050;645,1334_HGSNAT_138050,0.00002847,0.4707
1102_BRD1_23774;89,1102_BRD1_23774,0.0000009,0.4706
1289_MSH6_2956;989,1289_MSH6_2956,0.00000264,0.4706
531_SMARCA4_6597;865,531_SMARCA4_6597,0.00003811,0.4706
818_ILF3_3609;201,818_ILF3_3609,0.00000195,0.4706
120_NPIPL3_23117;173,120_NPIPL3_23117,0.00000383,0.4705
30_LOC100132247_100132247;173,30_LOC100132247_100132247,0.00000383,0.4705
768_NUCKS1_64710;33,768_NUCKS1_64710,0.00000028,0.4705
CTA8;73,CTA8,0.00000602,0.4704
922_CEP95_90799;325,922_CEP95_90799,0.00000223,0.4703
852_RAI1_10743;1533,852_RAI1_10743,0.00000256,0.4701
861_PNN_5411;697,861_PNN_5411,0.00000016,0.47
1038_ZNHIT1_10467;57,1038_ZNHIT1_10467,0.00000024,0.4699
1201_UIMC1_51720;57,1201_UIMC1_51720,0.00000106,0.4699
1338_TOP1MT_116447;149,1338_TOP1MT_116447,0.00000042,0.4698
1157_KRAS_3845;169,1157_KRAS_3845,0.00000175,0.4697
1268_XYLT2_64132;5,1268_XYLT2_64132,0.00001348,0.4697
34_PTPRF_5792;61,34_PTPRF_5792,0.00000057,0.4697
478_VDAC1_7416;109,478_VDAC1_7416,0.00000116,0.4697
1253_ANKRD11_29123;457,1253_ANKRD11_29123,0.00000035,0.4696
100_AKAP17A_8227;321,100_AKAP17A_8227,0.00000101,0.4695
549_REPIN1_29803;153,549_REPIN1_29803,0.00000409,0.4695
836_TBRG1_84897;133,836_TBRG1_84897,0.00000603,0.4695
298_RPL24_6152;49,298_RPL24_6152,0.00003473,0.4694
172_GOLGA6L9_440295;17,172_GOLGA6L9_440295,0.00000123,0.4693
1262_HSF1_3297;193,1262_HSF1_3297,0.00000262,0.4692
1375_ARID4B_51742;1125,1375_ARID4B_51742,0.00000094,0.4692
316_HIST1H1C_3006;133,316_HIST1H1C_3006,0.00000007,0.4692
370_NACA2_342538;69,370_NACA2_342538,0.00000052,0.4692
832_RPL3_6122;125,832_RPL3_6122,0.00000049,0.4692
834_SRSF4_6429;233,834_SRSF4_6429,0.00000156,0.4692
1160_CYFIP1_23191;501,1160_CYFIP1_23191,0.00000109,0.4691
757_BAG1_573;61,757_BAG1_573,0.00000304,0.4691
1273_NFIA_4774;113,1273_NFIA_4774,0.00000871,0.469
286_NFIC_4782;69,286_NFIC_4782,0.00000871,0.469
628_NFIB_4781;69,628_NFIB_4781,0.00000871,0.469
765_ANKRD36_375248;1253,765_ANKRD36_375248,0.0000021,0.469
596_RPS23_6228;69,596_RPS23_6228,0.00000112,0.4688
1208_SCFD1_23256;305,1208_SCFD1_23256,0.00000013,0.4687
255_RANBP2_5903;445,255_RANBP2_5903,0.00004844,0.4686
1123_H2AFV_94239;113,1123_H2AFV_94239,0.00000107,0.4685
1194_ANXA1_301;233,1194_ANXA1_301,0.00004294,0.4685
787_ERRFI1_54206;441,787_ERRFI1_54206,0.00000065,0.4685
1086_RBPJ_3516;165,1086_RBPJ_3516,0.00000012,0.4684
1040_DIAPH1_1729;837,1040_DIAPH1_1729,0.00000058,0.4683
826_RSRC2_65117;53,826_RSRC2_65117,0.000001,0.4681
316_HIST1H1C_3006;161,316_HIST1H1C_3006,0.0000025,0.468
716_GTF3C6_112495;89,716_GTF3C6_112495,0.00003012,0.4679
768_NUCKS1_64710;141,768_NUCKS1_64710,0.0000005,0.4679
738_SPATS2L_26010;69,738_SPATS2L_26010,0.00000028,0.4678
1031_SOCS7_30837;201,1031_SOCS7_30837,0.00004235,0.4677
1321_MLLT4_4301;349,1321_MLLT4_4301,0.00000168,0.4677
1396_HIST2H2AB_317772;117,1396_HIST2H2AB_317772,0.0000005,0.4676
56_ALPK1_80216;1041,56_ALPK1_80216,0.0000062,0.4676
613_FNBP4_23360;933,613_FNBP4_23360,0.00000029,0.4675
548_SCYL1_57410;793,548_SCYL1_57410,0.00000254,0.4674
116_TRIB1_10221;309,116_TRIB1_10221,0.00006902,0.4673
95_AHNAK_79026;5701,95_AHNAK_79026,0.0000005,0.4673
740_PA2G4_5036;365,740_PA2G4_5036,0.00000036,0.467
885_TBCD_6904;101,885_TBCD_6904,0.00007588,0.467
77_SP100_6672;753,77_SP100_6672,0.0000003,0.4669
1220_PKP3_11187;745,1220_PKP3_11187,0.00000768,0.4667
555_RAD21_5885;313,555_RAD21_5885,0.00000043,0.4667
853_NBR1_4077;97,853_NBR1_4077,0.00000081,0.4667
915_SMS_6611;177,915_SMS_6611,0.00000023,0.4666
773_PHF8_23133;513,773_PHF8_23133,0.0000003,0.4665
1041_MLL_4297;1181,1041_MLL_4297,0.00000071,0.4664
1014_RAP1B_5908;173,1014_RAP1B_5908,0.00000407,0.4663
352_HP1BP3_50809;489,352_HP1BP3_50809,0.00000025,0.4663
1178_C12orf51_283450;1713,1178_C12orf51_283450,0.00000102,0.4662
1357_BZW1_9689;113,1357_BZW1_9689,0.00022228,0.4662
213_HMGN2P46_283651;141,213_HMGN2P46_283651,0.00000095,0.4662
1163_CARS2_79587;329,1163_CARS2_79587,0.00000012,0.4661
212_ZRANB2_9406;317,212_ZRANB2_9406,0.00000208,0.4661
946_NKTR_4820;217,946_NKTR_4820,0.00000596,0.4661
PRO14;2161,PRO14,0.00000205,0.466
1135_ARMC2_84071;337,1135_ARMC2_84071,0.00010028,0.466
1434_PKN2_5586;77,1434_PKN2_5586,0.00000368,0.466
247_UBA52_7311;101,247_UBA52_7311,0.00000311,0.466
1348_ARFIP1_27236;301,1348_ARFIP1_27236,0.00000099,0.4659
800_FAM129A_116496;261,800_FAM129A_116496,0.00000296,0.4659
104_RPL23_9349;61,104_RPL23_9349,0.00000109,0.4658
1362_ADD1_118;141,1362_ADD1_118,0.00001922,0.4657
327_AP3D1_8943;441,327_AP3D1_8943,0.00003641,0.4657
352_HP1BP3_50809;497,352_HP1BP3_50809,0.0000002,0.4656
830_ZNF664_144348;65,830_ZNF664_144348,0.00000127,0.4656
1096_ANKHD1_54882;1457,1096_ANKHD1_54882,0.00000388,0.4655
1017_MT1E_4493;17,1017_MT1E_4493,0.00000164,0.4653
1168_MT1X_4501;17,1168_MT1X_4501,0.00000164,0.4653
300_GNL3_26354;205,300_GNL3_26354,0.00000112,0.4653
494_MT2A_4502;17,494_MT2A_4502,0.00000164,0.4653
574_SLC19A2_10560;469,574_SLC19A2_10560,0.00001375,0.4653
1129_EZH2_2146;597,1129_EZH2_2146,0.00000045,0.4652
1361_IARS_3376;1217,1361_IARS_3376,0.00001301,0.465
1431_ZNF462_58499;2213,1431_ZNF462_58499,0.0000042,0.465
354_SLC12A7_10723;861,354_SLC12A7_10723,0.00006976,0.465
110_AMD1_262;65,110_AMD1_262,0.00004012,0.4649
180_GLTSCR2_29997;37,180_GLTSCR2_29997,0.0000945,0.4649
417_PNISR_25957;761,417_PNISR_25957,0.00000015,0.4649
1123_H2AFV_94239;117,1123_H2AFV_94239,0.00000023,0.4648
1330_PDIA4_9601;245,1330_PDIA4_9601,0.00026853,0.4648
95_AHNAK_79026;3389,95_AHNAK_79026,0.00000043,0.4648
12_HSP90AA1_3320;269,12_HSP90AA1_3320,0.00000288,0.4647
1022_TXNDC5_81567;393,1022_TXNDC5_81567,0.00002349,0.4646
1096_ANKHD1_54882;825,1096_ANKHD1_54882,0.00000013,0.4646
316_HIST1H1C_3006;197,316_HIST1H1C_3006,0.00000257,0.4646
509_PILRB_29990;205,509_PILRB_29990,0.0000613,0.4646
966_TARS_6897;221,966_TARS_6897,0.00000338,0.4646
147_RPL36_25873;65,147_RPL36_25873,0.00003132,0.4645
782_MRPL20_55052;57,782_MRPL20_55052,0.00001779,0.4645
951_ENTPD6_955;445,951_ENTPD6_955,0.00002003,0.4644
1160_CYFIP1_23191;493,1160_CYFIP1_23191,0.00000048,0.4643
296_NDUFS5_4725;73,296_NDUFS5_4725,0.00000115,0.4643
334_RALBP1_10928;433,334_RALBP1_10928,0.00000934,0.4643
963_MUT_4594;509,963_MUT_4594,0.0000017,0.4642
1191_JUND_3727;269,1191_JUND_3727,0.00000253,0.464
524_ACAA1_30;385,524_ACAA1_30,0.00000266,0.464
941_PSMC1_5700;49,941_PSMC1_5700,0.00001507,0.464
1376_MORF4L2_9643;65,1376_MORF4L2_9643,0.00000297,0.4639
71_SERF2_10169;13,71_SERF2_10169,0.00000044,0.4639
